ID,count,name,namespacename,namespaceid,mappingname,rank,matchCount
26235,1,lytechinus variegatus,Lytechinus variegatus,7654,,species,1
26237,1,salmonella,Salmonella,590,,genus,1
26239,1,allium ampeloprasum,Allium ampeloprasum,4681,,species,1
26242,1,pisum sativum,Pisum sativum,3888,,species,1
26243,1,cyanea capillata,Cyanea capillata,27804,,species,1
26245,1,botrytis cinerea,Botrytis cinerea,40559,,species,1
26248,1,syncephalastrum racemosum,Syncephalastrum racemosum,13706,,species,1
26250,1,lupinus,Lupinus,3869,,genus,1
26251,1,astasia longa,Euglena longa,3037,astasia longa,species,1
26253,1,mycobacterium marinum,Mycobacterium marinum,1781,,species,1
26255,1,phyllostachys edulis,Phyllostachys edulis,38705,,species,1
26257,1,gymnocladus chinensis,Gymnocladus chinensis,66097,,species,1
26259,1,clerodendrum inerme,Volkameria inermis,49994,clerodendrum inerme,species,1
26262,1,swartzia simplex,Swartzia simplex,100171,,species,1
26264,1,equisetum arvense,Equisetum arvense,3258,,species,1
26265,1,panax ginseng,Panax ginseng,4054,,species,1
26267,1,ophiopogon planiscapus,Ophiopogon planiscapus,100510,,species,1
26269,1,lilium henryi,Lilium henryi,4689,,species,1
26273,1,streptomyces kanamyceticus,Streptomyces kanamyceticus,1967,,species,1
26275,1,brucella melitensis,Brucella melitensis,29459,,species,1
26276,1,klebsiella aerogenes,Klebsiella aerogenes,548,,species,1
26278,1,nocardia asteroides,Nocardia asteroides,1824,,species,1
26280,1,asterias forbesi,Asterias forbesi,7603,,species,1
26281,1,mollugo hirta,Glinus hirtus,2789782,mollugo hirta,species,1
26283,1,streptomyces,Streptomyces,1883,,genus,1
26285,1,salsola micranthera,Caroxylon micrantherum,798191,salsola micranthera,species,1
26287,1,ornithorhynchus,Ornithorhynchus,9257,,genus,1
26290,1,dendranthema grandiflorum,Chrysanthemum x morifolium,41568,dendranthema grandiflorum,species,1
26293,1,solanum demissum,Solanum demissum,50514,,species,1
26296,1,anemone rivularis,Anemone rivularis,168006,,species,1
26298,1,dunalia,Dunalia,362344,,genus,1
26300,1,astragalus,Astragalus,20400,,genus,1
26302,1,pteridium aquilinum,Pteridium aquilinum,32101,,species,1
26303,1,arthrobacter,Arthrobacter,1663,,genus,1
26304,1,brucella,Brucella,234,,genus,1
26309,1,dissostichus mawsoni,Dissostichus mawsoni,36200,,species,1
26311,1,smilax sieboldii,Smilax sieboldii,479625,,species,1
26312,1,pheretima,Pheretima,6401,,genus,1
26314,1,passiflora colinvauxii,Passiflora colinvauxii,1822410,,species,1
26318,1,arabidopsis thaliana,Arabidopsis thaliana,3702,,species,1
26321,1,megathura crenulata,Megathura crenulata,55429,,species,1
26324,1,hebe stricta,Veronica stricta,1483391,hebe stricta,species,1
26326,1,ipomoea muricata,Ipomoea muricata,231710,,species,1
26328,1,gigartina radula,Sarcothalia radula,33671,gigartina radula,species,1
26330,1,dalbergia nitidula,Dalbergia nitidula,1265830,,species,1
26333,1,shigella dysenteriae,Shigella dysenteriae,622,,species,1
26335,1,acinetobacter baumannii,Acinetobacter baumannii,470,,species,1
26337,1,araucaria bidwillii,Araucaria bidwillii,56993,,species,1
26339,1,spartium junceum,Spartium junceum,49843,,species,1
26341,1,astragalus caucasicus,Astragalus caucasicus,3084001,,species,1
26344,1,lagenaria siceraria,Lagenaria siceraria,3668,,species,1
26346,1,fraxinus uhdei,Fraxinus uhdei,490853,,species,1
26350,1,bacillus stearothermophilus,Geobacillus stearothermophilus,1422,bacillus stearothermophilus,species,1
26352,1,stachys officinalis,Betonica officinalis,53173,stachys officinalis,species,1
26355,1,mangifera indica,Mangifera indica,29780,,species,1
26356,1,avicennia germinans,Avicennia germinans,41378,,species,1
26357,1,rhizopus niveus,Rhizopus niveus,4844,,species,1
26359,1,eucalyptus perriniana,Eucalyptus perriniana,183845,,species,1
26361,1,olinia radiata,Olinia radiata,216177,,species,1
26364,1,aureobasidium pullulans,Aureobasidium pullulans,5580,,species,1
26365,1,proteus hauseri,Proteus hauseri,183417,,species,1
26367,1,halityle regularis,Halityle regularis,3055462,,species,1
26369,1,streptococcus equi,Streptococcus equi,1336,,species,1
26370,1,rhizomucor miehei,Rhizomucor miehei,4839,,species,1
26372,1,solanum mammosum,Solanum mammosum,115667,,species,1
26373,1,lolium,Lolium,4520,,genus,1
26374,1,axinella,Axinella,12958,,genus,1
26376,1,hizikia fusiforme,Sargassum fusiforme,590727,hizikia fusiforme,species,1
26378,1,marsdenia condurango,Marsdenia cundurango,1925545,marsdenia condurango,species,1
26379,1,prunus,Prunus,3754,,genus,1
26381,1,allium fistulosum,Allium fistulosum,35875,,species,1
26383,1,balanites aegyptiaca,Balanites aegyptiaca,886265,,species,1
26388,1,thalictrum thunbergii,Thalictrum minus var. hypoleucum,581030,thalictrum thunbergii,varietas,1
26390,1,balanites roxburghii,Balanites roxburghii,2603000,,species,1
26392,1,atrichum undulatum,Atrichum undulatum,38592,,species,1
26393,1,marphysa sanguinea,Marphysa sanguinea,167828,,species,1
26396,1,clavelina,Clavelina,159416,,genus,1
26398,1,tridax procumbens,Tridax procumbens,318066,,species,1
26400,1,duranta erecta,Duranta erecta,167917,,species,1
26402,1,solanum incanum,Solanum incanum,329779,,species,1
26403,1,glycomyces tenuis,Glycomyces tenuis,58116,,species,1
26408,1,mycobacterium tuberculosis,Mycobacterium tuberculosis,1773,,species,1
26409,1,saccharomyces,Saccharomyces,4930,,genus,1
26411,1,panulirus interruptus,Panulirus interruptus,6735,,species,1
26412,1,phaseolus vulgaris,Phaseolus vulgaris,3885,,species,1
26415,1,lagenaria breviflora,Lagenaria breviflora,254159,,species,1
26416,1,nicotiana,Nicotiana,4085,,genus,1
26418,1,perilla frutescens,Perilla frutescens,48386,,species,1
26421,1,drosera binata,Drosera binata,4364,,species,1
26525,1,lucilia caesar,Lucilia caesar,65466,,species,1
26527,1,agrobacterium,Agrobacterium,357,,genus,1
26529,1,bletilla,Bletilla,78706,,genus,1
26531,1,glomus versiforme,Diversispora versiformis,1963269,glomus versiforme,species,1
26533,1,collocalia,Collocalia,46489,,genus,1
26535,1,phytophthora,Phytophthora,4783,,genus,1
26537,1,stapelia variegata,Orbea variegata,141497,stapelia variegata,species,1
26539,1,omphalia lapidescens,Gerronema lapidescens,2962918,omphalia lapidescens,species,1
26540,1,auricularia,Auricularia,5230,,genus,1
26542,1,ladyginia bucharica,Ladyginia bucharica,2184474,,species,1
26544,1,pulsatilla campanella,Pulsatilla campanella,1806195,,species,1
26545,1,hafnia alvei,Hafnia alvei,569,,species,1
26548,1,allium narcissiflorum,Allium narcissiflorum,1198656,,species,1
26550,1,marsdenia tenacissima,Gongronemopsis tenacissima,187505,marsdenia tenacissima,species,1
26552,1,strongylocentrotus intermedius,Strongylocentrotus intermedius,7667,,species,1
26426,1,brassica,Brassica,3705,,genus,1
26428,1,cassia siamea,Senna siamea,346999,cassia siamea,species,1
26430,1,salmo,Salmo,8028,,genus,1
26431,1,bacillus cereus,Bacillus cereus,1396,,species,1
26435,1,epilobium alpinum,Epilobium alpinum,2570659,,species,1
26437,1,dictyostelium discoideum,Dictyostelium discoideum,44689,,species,1
26439,1,oxyanthus speciosus,Oxyanthus speciosus,353880,,species,1
26440,1,bufo viridis,Bufotes viridis,30338,bufo viridis,species,1
26442,1,chromobacterium violaceum,Chromobacterium violaceum,536,,species,1
26444,1,erythrina crista-galli,Erythrina crista-galli,49817,,species,1
26446,1,hemsleya graciliflora,Hemsleya graciliflora,447117,,species,1
26448,1,enterococcus faecalis,Enterococcus faecalis,1351,,species,1
26449,1,tulipa gesneriana,Tulipa gesneriana,13306,,species,1
26452,1,lupinus polyphyllus,Lupinus polyphyllus,3874,,species,1
26453,1,azorhizobium caulinodans,Azorhizobium caulinodans,7,,species,1
26457,1,globicephala macrorhynchus,Globicephala macrorhynchus,38241,,species,1
26459,1,cassia javanica,Cassia javanica,508996,,species,1
26460,1,primula,Primula,49647,,genus,1
26463,1,bacillus megaterium,Priestia megaterium,1404,bacillus megaterium,species,1
26466,1,madhuca longifolia,Madhuca longifolia,317856,,species,1
26468,1,lilium brownii,Lilium brownii,82312,,species,1
26469,1,schistosoma mansoni,Schistosoma mansoni,6183,,species,1
26471,1,candida kefyr,Kluyveromyces marxianus,4911,candida kefyr,species,1
26472,1,blighia welwitschii,Blighia welwitschii,1194991,,species,1
26474,1,chlorella,Chlorella,3071,,genus,1
26475,1,nocardioides,Nocardioides,1839,,genus,1
26479,1,manihot esculenta,Manihot esculenta,3983,,species,1
26482,1,treponema,Treponema,157,,genus,1
26483,1,fusarium oxysporum,Fusarium oxysporum,5507,,species,1
26485,1,salix alba,Salix alba,75704,,species,1
26487,1,panicum dichotomiflorum,Panicum dichotomiflorum,29692,,species,1
26488,1,rhizobium tropici,Rhizobium tropici,398,,species,1
26490,1,leishmania tropica,Leishmania tropica,5666,,species,1
26492,1,haplophyllum cappadocicum,Haplophyllum cappadocicum,1006070,,species,1
26497,1,solanum havanense,Solanum havanense,205554,,species,1
26498,1,camellia sinensis,Camellia sinensis,4442,,species,1
26499,1,convolvulus scammonia,Convolvulus scammonia,1428931,,species,1
26501,1,biomphalaria,Biomphalaria,6525,,genus,1
26504,1,polygonatum roseum,Polygonatum roseum,312036,,species,1
26505,1,fraxinus insularis,Fraxinus insularis,757445,,species,1
26507,1,sambucus nigra,Sambucus nigra,4202,,species,1
26511,1,angelica acutiloba,Angelica acutiloba,55605,,species,1
26513,1,phoenix reclinata,Phoenix reclinata,4720,,species,1
26515,1,kalopanax septemlobus,Kalopanax septemlobus,228393,,species,1
26516,1,oncorhynchus mykiss,Oncorhynchus mykiss,8022,,species,1
26518,1,alangium platanifolium,Alangium platanifolium,60116,,species,1
26519,1,gardenia jasminoides,Gardenia jasminoides,114476,,species,1
26521,1,euphrasia rostkoviana,Euphrasia rostkoviana,461349,,species,1
26524,1,viscum album,Viscum album,3972,,species,1
26555,1,phytophthora megasperma,Phytophthora megasperma,4788,,species,1
26557,1,patrinia villosa,Patrinia villosa,183944,,species,1
26559,1,trochocarpa laurina,Trochocarpa laurina,133988,,species,1
26563,1,bupleurum kunmingense,Bupleurum kunmingense,1117036,,species,1
26564,1,rhizobium,Rhizobium,379,,genus,1
26566,1,tilia cordata,Tilia cordata,172266,,species,1
26567,1,narcissus,Narcissus,4697,,genus,1
26569,1,eucomis bicolor,Eucomis bicolor,208119,,species,1
26571,1,kummerowia striata,Kummerowia striata,466223,,species,1
26573,1,aureobasidium,Aureobasidium,5579,,genus,1
26576,1,vibrio fluvialis,Vibrio fluvialis,676,,species,1
26579,1,helicobacter pylori,Helicobacter pylori,210,,species,1
26580,1,rosa cymosa,Rosa cymosa,117261,,species,1
26582,1,solanum nigrum,Solanum nigrum,4112,,species,1
26584,1,raphanus sativus,Raphanus sativus,3726,,species,1
26586,1,buddleja officinalis,Buddleja officinalis,714454,,species,1
26587,1,gypsophila capillaris,Gypsophila capillaris,1423385,,species,1
26589,1,alstroemeria revoluta,Alstroemeria revoluta,198691,,species,1
26592,1,gloiopeltis complanata,Gloiopeltis complanata,2824,,species,1
26594,1,balaenoptera physalus,Balaenoptera physalus,9770,,species,1
26596,1,crataegus sanguinea,Crataegus sanguinea,416296,,species,1
26599,1,actinomyces viscosus,Actinomyces viscosus,1656,,species,1
26600,1,sterculia urens,Sterculia urens,482950,,species,1
26602,1,abrus precatorius,Abrus precatorius,3816,,species,1
26603,1,gentiana,Gentiana,21496,,genus,1
26605,1,acomys russatus,Acomys russatus,60746,,species,1
26608,1,strophanthus kombe,Strophanthus kombe,992788,,species,1
26611,1,halobacterium trapanicum,Halorubrum trapanicum,29284,halobacterium trapanicum,species,1
26613,1,hydrocotyle ranunculoides,Hydrocotyle ranunculoides,554380,,species,1
26615,1,sporobolomyces singularis,Hamamotoa singularis,5445,sporobolomyces singularis,species,1
26617,1,physeter catodon,Physeter macrocephalus,9755,physeter catodon,species,1
26619,1,rheum palmatum,Rheum palmatum,137221,,species,1
26621,1,salvelinus leucomaenis,Salvelinus leucomaenis,8034,,species,1
26622,1,chenopodium quinoa,Chenopodium quinoa,63459,,species,1
26624,1,streptococcus faecalis,Enterococcus faecalis,1351,streptococcus faecalis,species,1
26626,1,apis mellifera,Apis mellifera,7460,,species,1
26628,1,bufo bufo,Bufo bufo,8384,,species,1
26629,1,aegle marmelos,Aegle marmelos,68527,,species,1
26630,1,rhizophora mangle,Rhizophora mangle,40031,,species,1
26633,1,armoracia rusticana,Armoracia rusticana,3704,,species,1
26635,1,acholeplasma granularum,Acholeplasma granularum,264635,,species,1
26637,1,klebsiella ozaenae,Klebsiella pneumoniae subsp. ozaenae,574,klebsiella ozaenae,subspecies,1
26639,1,melilotus indica,Melilotus indicus,200951,melilotus indica,species,1
26641,1,zizyphus jujuba,Ziziphus jujuba,326968,zizyphus jujuba,species,1
26644,1,costus lacerus,Hellenia lacera,329239,costus lacerus,species,1
26646,1,zanthoxylum bungeanum,Zanthoxylum bungeanum,328401,,species,1
26648,1,mucor rouxii,Amylomyces rouxii,29923,mucor rouxii,species,1
26650,1,ambystoma maculatum,Ambystoma maculatum,43114,,species,1
26652,1,agathis australis,Agathis australis,58027,,species,1
26655,1,hibiscus rosa-sinensis,Hibiscus rosa-sinensis,183298,,species,1
26656,1,arachis hypogaea,Arachis hypogaea,3818,,species,1
26657,1,hedera nepalensis,Hedera nepalensis,85358,,species,1
26659,1,sorghum vulgare,Sorghum bicolor,4558,sorghum vulgare,species,1
26660,1,lilium,Lilium,4688,,genus,1
26664,1,solanum laciniatum,Solanum laciniatum,45835,,species,1
26667,1,dianthus superbus,Dianthus superbus,288950,,species,1
26670,1,rhodiola sacra,Rhodiola sacra,203000,,species,1
26672,1,erythrina latissima,Erythrina latissima,3844,,species,1
26674,1,zygostates pustulata,Zygostates pustulata,2984304,,species,1
26675,1,legionella jordanis,Legionella jordanis,456,,species,1
26677,1,candida utilis,Cyberlindnera jadinii,4903,candida utilis,species,1
26680,1,lessonia nigrescens,Lessonia nigrescens,209404,,species,1
26682,1,discopyge tschudii,Discopyge tschudii,458575,,species,1
26683,1,aralia spinifolia,Aralia spinifolia,45209,,species,1
26687,1,melilotus officinalis,Melilotus officinalis,47083,,species,1
26688,1,persea americana,Persea americana,3435,,species,1
26689,1,streptococcus oralis,Streptococcus oralis,1303,,species,1
26691,1,alangium premnifolium,Alangium premnifolium,2918396,,species,1
26693,1,streptococcus bovis,Streptococcus equinus,1335,streptococcus bovis,species,1
26694,1,macropus,Macropus,9312,,genus,1
26697,1,penstemon parryi,Penstemon parryi,388183,,species,1
26698,1,zygostates alleniana,Zygostates alleniana,363387,,species,1
26702,1,asterias amurensis,Asterias amurensis,7602,,species,1
26705,1,cachrys ferulacea,Prangos ferulacea,489434,cachrys ferulacea,species,1
26706,1,fusarium,Fusarium,5506,,genus,1
26709,1,thevetia peruviana,Thevetia peruviana,52862,,species,1
26714,1,echidna,Echidna,189497,,genus,1
26716,1,leptomonas samueli,Leptomonas samueli,1227083,,species,1
26718,1,paeonia tenuifolia,Paeonia tenuifolia,13626,,species,1
26721,1,bellis sylvestris,Bellis sylvestris,191237,,species,1
26722,1,stereocaulon paschale,Stereocaulon paschale,50940,,species,1
26724,1,xanthomonas,Xanthomonas,338,,genus,1
26725,1,alisma orientale,Alisma plantago-aquatica subsp. orientale,262913,alisma orientale,subspecies,1
26727,1,pseudomonas reactans,Pseudomonas reactans,117680,,species,1
26731,1,hevea brasiliensis,Hevea brasiliensis,3981,,species,1
26732,1,eupentacta fraudatrix,Eupentacta fraudatrix,1774088,,species,1
26735,1,scrophularia scopolii,Scrophularia scopolii,1357653,,species,1
26736,1,caulerpa brachypus,Caulerpa brachypus,118245,,species,1
26739,1,wistaria brachybotrys,Brachybotrys,497658,wistaria brachybotrys,genus,1
26740,1,robinia pseudoacacia,Robinia pseudoacacia,35938,,species,1
26743,1,ananas comosus,Ananas comosus,4615,,species,1
26745,1,primula auriculata,Primula auriculata,175043,,species,1
26746,1,tremella fuciformis,Tremella fuciformis,64657,,species,1
26748,1,solanum robustum,Solanum robustum,238982,,species,1
26751,1,listeria,Listeria,1637,,genus,1
26752,1,styela plicata,Styela plicata,7726,,species,1
26754,1,litsea polyantha,Litsea monopetala,344080,litsea polyantha,species,1
26756,1,stachys sieboldii,Stachys affinis,168825,stachys sieboldii,species,1
26758,1,haloferax mediterranei,Haloferax mediterranei,2252,,species,1
26760,1,treponema hyodysenteriae,Brachyspira hyodysenteriae,159,treponema hyodysenteriae,species,1
26763,1,butyrivibrio fibrisolvens,Butyrivibrio fibrisolvens,831,,species,1
26764,1,salmonella senftenberg,Salmonella enterica subsp. enterica serovar Senftenberg,28150,salmonella senftenberg,no rank,1
26766,1,echinocardium cordatum,Echinocardium cordatum,39298,,species,1
26768,1,helix pomatia,Helix pomatia,6536,,species,1
26770,1,rubus pinfaensis,Rubus pinfaensis,616965,,species,1
26772,1,aspergillus,Aspergillus,5052,,genus,1
26774,1,gracilaria textorii,Gracilaria textorii,172949,,species,1
26776,1,lycopus exaltatus,Lycopus exaltatus,260604,,species,1
26778,1,bombyx mori,Bombyx mori,7091,,species,1
26779,1,zea mays,Zea mays,4577,,species,1
26781,1,asterina pectinifera,Patiria pectinifera,7594,asterina pectinifera,species,1
26783,1,metroliasthes coturnix,Coturnix,9090,metroliasthes coturnix,genus,1
26785,1,rhodospirillum tenue,Rhodocyclus tenuis,1066,rhodospirillum tenue,species,1
26788,1,encephalartos longifolius,Encephalartos longifolius,179211,,species,1
26789,1,balanites,Balanites,66624,,genus,1
26791,1,mycobacterium gastri,Mycobacterium gastri,1777,,species,1
26793,1,pelargonium,Pelargonium,4030,,genus,1
26795,1,allium schubertii,Allium schubertii,70765,,species,1
26796,1,clinopodium polycephalum,Clinopodium polycephalum,751808,,species,1
26798,1,rhodiola crenulata,Rhodiola crenulata,242839,,species,1
26800,1,musa,Musa,4640,,genus,1
26801,1,scrophularia ilwensis,Scrophularia ilwensis,1357628,,species,1
26803,1,epacris impressa,Epacris impressa,64689,,species,1
26804,1,mycobacterium leprae,Mycobacterium leprae,1769,,species,1
26806,1,picea,Picea,3328,,genus,1
26808,1,brassica oleracea,Brassica oleracea,3712,,species,1
26811,1,rhizobium etli,Rhizobium etli,29449,,species,1
26814,1,citrus aurantifolia,Citrus x aurantiifolia,159033,citrus aurantifolia,species,1
26818,1,cassia angustifolia,Senna alexandrina,72402,cassia angustifolia,species,1
26820,1,penicillium,Penicillium,5073,,genus,1
26823,1,bordetella parapertussis,Bordetella parapertussis,519,,species,1
26825,1,polyides rotundus,Polyides rotunda,31461,polyides rotundus,species,1
26827,1,streptococcus pyogenes,Streptococcus pyogenes,1314,,species,1
26832,1,mycobacterium xenopi,Mycobacterium xenopi,1789,,species,1
26833,1,usnea,Usnea,86620,,genus,1
26835,1,euphorbia geniculata,Euphorbia heterophylla,212910,euphorbia geniculata,species,1
26837,1,brucea mollis,Brucea mollis,43723,,species,1
26838,1,collinsonia canadensis,Collinsonia canadensis,39289,,species,1
26840,1,mycobacterium intracellulare,Mycobacterium intracellulare,1767,,species,1
26842,1,polygala reinii,Polygala reinii,2819678,,species,1
26844,1,strychnos potatorum,Strychnos potatorum,85835,,species,1
26846,1,allium erubescens,Allium erubescens,2565906,,species,1
26848,1,macaca fuscata,Macaca fuscata,9542,,species,1
26850,1,verbascum phlomoides,Verbascum phlomoides,90365,,species,1
26851,1,histoplasma capsulatum,Histoplasma capsulatum,5037,,species,1
26853,1,balaenoptera acutorostrata,Balaenoptera acutorostrata,9767,,species,1
26856,1,ceratonia siliqua,Ceratonia siliqua,20340,,species,1
26858,1,ascidia nigra,Phallusia nigra,569429,ascidia nigra,species,1
26860,1,pseudocentrotus depressus,Pseudocentrotus depressus,7678,,species,1
26861,1,salmonella enterica,Salmonella enterica,28901,,species,1
26863,1,rana pipiens,Lithobates pipiens,8404,rana pipiens,species,1
26866,1,apocynum cannabinum,Apocynum cannabinum,13339,,species,1
26868,1,ficus awkeotsang,Ficus pumila var. awkeotsang,204231,ficus awkeotsang,varietas,1
26870,1,rhodella reticulata,Rhodella reticulata,90524,,species,1
26872,1,candida maltosa,Candida maltosa,5479,,species,1
26874,1,dicranopteris pedata,Dicranopteris pedata,397678,,species,1
26875,1,cryptococcus bacillisporus,Cryptococcus bacillisporus,552467,,species,1
26878,1,aspergillus saitoi,Aspergillus phoenicis,5063,aspergillus saitoi,species,1
26880,1,hansenula wingei,Wickerhamomyces canadensis,1156965,hansenula wingei,species,1
26883,1,bradyrhizobium elkanii,Bradyrhizobium elkanii,29448,,species,1
26884,1,panax japonicum,Panax japonicus,44685,panax japonicum,species,1
26886,1,lilium regale,Lilium regale,82328,,species,1
26888,1,latimeria chalumnae,Latimeria chalumnae,7897,,species,1
26889,1,scutellaria orientalis,Scutellaria orientalis,53170,,species,1
26891,1,thermoproteus tenax,Thermoproteus tenax,2271,,species,1
26892,1,herpetomonas muscarum,Herpetomonas muscarum,5718,,species,1
26895,1,asclepias curassavica,Asclepias curassavica,52823,,species,1
26897,1,rhodotorula,Rhodotorula,5533,,genus,1
26898,1,trichinella spiralis,Trichinella spiralis,6334,,species,1
26900,1,tragopogon porrifolius,Tragopogon porrifolius,13731,,species,1
26901,1,orcinus orca,Orcinus orca,9733,,species,1
26903,1,methanococcus voltae,Methanococcus voltae,2188,,species,1
26907,1,allium cepa,Allium cepa,4679,,species,1
26910,1,aspergillus phoenicis,Aspergillus phoenicis,5063,,species,1
26911,1,viscum rotundifolium,Viscum rotundifolium,3342049,,species,1
26913,1,ramalina usnea,Ramalina usnea,2699005,,species,1
26916,1,solanum commersonii,Solanum commersonii,4109,,species,1
26918,1,anomalocardia brasiliana,Anomalocardia flexuosa,3139943,anomalocardia brasiliana,species,1
26920,1,prototheca zopfii,Prototheca zopfii,3112,,species,1
26921,1,amaranthus spinosus,Amaranthus spinosus,124765,,species,1
26924,1,alcaligenes faecalis,Alcaligenes faecalis,511,,species,1
26927,1,gelidium sesquipedale,Gelidium sesquipedale,31406,,species,1
26928,1,pseudomonas fragi,Pseudomonas fragi,296,,species,1
26930,1,chironia baccifera,Chironia baccifera,82706,,species,1
26932,1,cassia auriculata,Senna auriculata,948713,cassia auriculata,species,1
26934,1,phormidium tenue,Phormidium tenue,126344,,species,1
26936,1,mycobacterium porcinum,Mycolicibacterium porcinum,39693,mycobacterium porcinum,species,1
26937,1,hedera rhombea,Hedera rhombea,85360,,species,1
26940,1,bombax malabaricum,Bombax ceiba,45325,bombax malabaricum,species,1
26943,1,calotropis gigantea,Calotropis gigantea,4066,,species,1
26946,1,salvia patens,Salvia patens,392677,,species,1
26948,1,micrococcus varians,Kocuria varians,1272,micrococcus varians,species,1
26951,1,cassia occidentalis,Senna occidentalis,126820,cassia occidentalis,species,1
26952,1,scutellaria,Scutellaria,4139,,genus,1
26954,1,fromia monilis,Fromia monilis,478254,,species,1
26956,1,tachyglossus,Tachyglossus,9260,,genus,1
26958,1,stereocaulon ramulosum,Stereocaulon ramulosum,51976,,species,1
26959,1,dolabella auricularia,Dolabella auricularia,6511,,species,1
26961,1,acacia auriculiformis,Acacia auriculiformis,205027,,species,1
26962,1,turbo cornutus,Turbo cornutus,63673,,species,1
26965,1,diospyros,Diospyros,13492,,genus,1
26967,1,fomitopsis,Fomitopsis,34474,,genus,1
26968,1,sambucus ebulus,Sambucus ebulus,28503,,species,1
26970,1,actinostemma lobatum,Actinostemma lobatum,1635145,,species,1
26971,1,ormosia monosperma,Ormosia monosperma,1993839,,species,1
26973,1,epimedium koreanum,Epimedium koreanum,63351,,species,1
26975,1,oncorhynchus keta,Oncorhynchus keta,8018,,species,1
26976,1,ciona intestinalis,Ciona intestinalis,7719,,species,1
26977,1,acetobacter,Acetobacter,434,,genus,1
26979,1,tamarindus indica,Tamarindus indica,58860,,species,1
26981,1,wisteria brachybotrys,Wisteria brachybotrys,185975,,species,1
26984,1,solanum chacoense,Solanum chacoense,4108,,species,1
26985,1,raja erinacea,Leucoraja erinaceus,7782,raja erinacea,species,1
26988,1,clinopodium gracile,Clinopodium gracile,1150280,,species,1
26990,1,costus speciosus,Hellenia speciosa,49577,costus speciosus,species,1
26993,1,leucojum,Leucojum,54834,,genus,1
26994,1,derris,Derris,53864,,genus,1
26996,1,gentiana lutea,Gentiana lutea,38851,,species,1
26998,1,swertia japonica,Swertia japonica,137129,,species,1
26999,1,entada phaseoloides,Entada phaseoloides,489316,,species,1
27001,1,glehnia littoralis,Glehnia littoralis,48119,,species,1
27003,1,phocoenoides dalli,Phocoenoides dalli,9744,,species,1
27004,1,luffa acutangula,Luffa acutangula,56866,,species,1
27006,1,agave sisalana,Agave sisalana,442491,,species,1
27007,1,helianthus,Helianthus,4231,,genus,1
27009,1,zygostates cornuta,Zygostates cornuta,1718263,,species,1
27011,1,avena sativa,Avena sativa,4498,,species,1
27016,1,sphingomonas,Sphingomonas,13687,,genus,1
27018,1,ardisia crenata,Ardisia crenata,13345,,species,1
27021,1,phlomis younghusbandii,Phlomoides younghusbandii,2800772,phlomis younghusbandii,species,1
27024,1,methanococcus jannaschii,Methanocaldococcus jannaschii,2190,methanococcus jannaschii,species,1
27025,1,bryopsis maxima,Bryopsis maxima,3129,,species,1
27027,1,lethasterias fusca,Lethasterias fusca,3076157,,species,1
27030,1,amanita muscaria,Amanita muscaria,41956,,species,1
27032,1,solanum amygdalifolium,Solanum amygdalifolium,205529,,species,1
27033,1,vigna angularis,Vigna angularis,3914,,species,1
27038,1,gracilaria tikvahiae,Gracilaria tikvahiae,2779,,species,1
27039,1,ptilocaulis spiculifer,Ptilocaulis spiculifer,798311,,species,1
27040,1,chamaerops humilis,Chamaerops humilis,54446,,species,1
27042,1,climacoptera transoxana,Climacoptera transoxana,2899778,,species,1
27046,1,mucor javanicus,Mucor javanicus,51122,,species,1
27047,1,verbascum lychnitis,Verbascum lychnitis,1000433,,species,1
27049,1,clematis chinensis,Clematis chinensis,748693,,species,1
27050,1,vibrio ordalii,Vibrio ordalii,28174,,species,1
27052,1,trichosporon cutaneum,Cutaneotrichosporon cutaneum,5554,trichosporon cutaneum,species,1
27054,1,ilex integra,Ilex integra,53204,,species,1
27055,1,curcuma longa,Curcuma longa,136217,,species,1
27057,1,prunus prostrata,Prunus prostrata,195662,,species,1
27060,1,arum orientale,Arum orientale,491976,,species,1
27061,1,laminaria,Laminaria,33637,,genus,1
27062,1,toxocara canis,Toxocara canis,6265,,species,1
27065,1,hyacinthus orientalis,Hyacinthus orientalis,82025,,species,1
27067,1,prumnopitys ferruginea,Pectinopitys ferruginea,120635,prumnopitys ferruginea,species,1
27069,1,vibrio comma,Vibrio cholerae,666,vibrio comma,species,1
27072,1,astragalus sinicus,Astragalus sinicus,47065,,species,1
27077,1,populus yunnanensis,Populus yunnanensis,242124,,species,1
27078,1,torpedo,Torpedo,7786,,genus,1
27080,1,smilax aspera,Smilax aspera,59116,,species,1
27082,1,citrobacter,Citrobacter,544,,genus,1
27083,1,stauntonia chinensis,Stauntonia chinensis,161269,,species,1
27086,1,allium vineale,Allium vineale,1053326,,species,1
27087,1,dioscorea prazeri,Dioscorea prazeri,323674,,species,1
27090,1,lupinus albus,Lupinus albus,3870,,species,1
27092,1,bifidobacterium adolescentis,Bifidobacterium adolescentis,1680,,species,1
27094,1,hemidesmus indicus,Hemidesmus indicus,63476,,species,1
27095,1,viburnum tinus,Viburnum tinus,237959,,species,1
27097,1,fragaria ananassa,Fragaria x ananassa,3747,fragaria ananassa,species,1
27098,1,drosera capensis,Drosera capensis,4366,,species,1
27102,1,macaca radiata,Macaca radiata,9548,,species,1
27103,1,clematis grata,Clematis grata,1857132,,species,1
27104,1,sirobasidium,Sirobasidium,71779,,genus,1
